Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Sales_Bins
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Bajo
Tropico Reloaded,PC,2009.0,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02,Bajo
Canvas 2,PS2,2006.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,Bajo
Pony Luv,DS,2008.0,Simulation,GSP,0.02,0.0,0.0,0.0,0.02,Bajo
Memories Off: Sorekara Again,PS2,2006.0,Adventure,KID,0.0,0.0,0.02,0.0,0.02,Bajo
11eyes: CrossOver,X360,2009.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,Bajo
ParaWorld,PC,2006.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02,Bajo
Chuck E. Cheese's Sports Games,Wii,2011.0,Sports,UFO Interactive,0.02,0.0,0.0,0.0,0.02,Bajo
Puppet Show 3: Lost Town,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,Bajo
Stronghold 2 Deluxe,PC,2005.0,Strategy,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,Bajo
AirForce Delta Storm,GBA,2002.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.02,Bajo
Winning Post 8 2015,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Bajo
Peter Pan in Disney's Return to Never Land,PS,2002.0,Platform,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,Bajo
Xenosaga I·II,DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Bajo
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,2008.0,Sports,Hudson Soft,0.0,0.0,0.02,0.0,0.02,Bajo
La Corda d'Oro 4,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Bajo
Kuusen II,PS2,2004.0,Simulation,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,Bajo
Cross Channel: In Memory of All People,X360,2011.0,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,Bajo
Ghost Pirates of Vooju Island,PC,2009.0,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,Bajo
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,Bajo
Future Tactics: The Uprising,GC,2004.0,Strategy,JoWood Productions,0.02,0.0,0.0,0.0,0.02,Bajo
Are You Alice?,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Bajo
Bella Sara 2 - The Magic of Drasilmare,3DS,2013.0,Adventure,Big Ben Interactive,0.0,0.02,0.0,0.0,0.02,Bajo
Dance Dance Revolution: Hottest Party 5,Wii,2011.0,Misc,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,Bajo
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,Bajo
Kensei: Sacred Fist,PS,1997.0,Fighting,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,Bajo
Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,Bajo
Backyard NFL Football,DS,2007.0,Sports,Atari,0.02,0.0,0.0,0.0,0.02,Bajo
Urakata Hakuoki,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Bajo
Here They Lie,PS4,2016.0,Adventure,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,Bajo
George of the Jungle and the Search for the Secret,Wii,2008.0,Platform,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,Bajo
Gift: Prism,PS2,2006.0,Adventure,Sweets,0.0,0.0,0.02,0.0,0.02,Bajo
Rugby League Live 3,X360,2015.0,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,Bajo
Legacy of Ys: Books I & II,DS,2007.0,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02,Bajo
Shanghai: True Valor,PS,1998.0,Puzzle,Activision,0.01,0.01,0.0,0.0,0.02,Bajo
Supermodel Makeover by Lauren Luke,DS,2009.0,Simulation,Avanquest,0.0,0.02,0.0,0.0,0.02,Bajo
Pharaoh,PC,1998.0,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02,Bajo
Major Dream: Major DS Dream Baseball,DS,2008.0,Sports,Takara Tomy,0.0,0.0,0.02,0.0,0.02,Bajo
Steins;Gate: Senkei Kousoku no Phonogram,X360,2013.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,Bajo
Escape the Emerald Star,PC,2011.0,Puzzle,PopCap Games,0.02,0.0,0.0,0.0,0.02,Bajo
Thunderbirds,GBA,2004.0,Shooter,Vivendi Games,0.02,0.01,0.0,0.0,0.02,Bajo
TV Total Events,Wii,2011.0,Misc,7G//AMES,0.0,0.02,0.0,0.0,0.02,Bajo
Vitamin Z Revolution,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,Bajo
Aegis of Earth: Protonovus Assault,PS3,2016.0,Action,PQube,0.01,0.01,0.0,0.0,0.02,Bajo
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,Bajo
Inkheart,DS,2009.0,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,Bajo
Lunatic Dawn Tempest,PS2,2001.0,Role-Playing,ArtDink,0.0,0.0,0.02,0.0,0.02,Bajo
Strike Witches: Shirogane no Tsubasa,PSP,2012.0,Strategy,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,Bajo
Total Immersion Racing,XB,2002.0,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.02,Bajo
Luxor: The Wrath of Set,PSP,2006.0,Puzzle,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02,Bajo
Board Game: Top Shop,PS,1999.0,Misc,Success,0.01,0.01,0.0,0.0,0.02,Bajo
Blade Arcus from Shining EX,PS3,2015.0,Fighting,Sega,0.0,0.0,0.02,0.0,0.02,Bajo
Bigfoot King of Crush,Wii,2011.0,Racing,Zoo Games,0.02,0.0,0.0,0.0,0.02,Bajo
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007.0,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Bajo
Demigod,PC,2009.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.02,Bajo
Cocoto Magic Circus,Wii,2008.0,Shooter,Neko Entertainment,0.02,0.0,0.0,0.0,0.02,Bajo
Rugby Challenge 3,X360,2016.0,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.02,Bajo
Toukiden 2,PS3,2016.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Bajo
Europa Universalis III Complete,PC,2008.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,Bajo
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,Bajo
Dunamis 15,PS3,2011.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,Bajo
DemiKids: Dark Version,GBA,2002.0,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02,Bajo
Resident Evil: Umbrella Corps,PS4,2016.0,Action,Capcom,0.0,0.0,0.02,0.0,0.02,Bajo
Mage Knight: Destiny's Soldier,DS,2006.0,Strategy,Namco Bandai Games,0.02,0.0,0.0,0.0,0.02,Bajo
Fishdom 2 Deluxe,PC,2010.0,Puzzle,Rondomedia,0.0,0.02,0.0,0.0,0.02,Bajo
Blender Bros.,GBA,2002.0,Platform,Unknown,0.02,0.01,0.0,0.0,0.02,Bajo
Treasure Chase,DS,2011.0,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02,Bajo
Suzumiya Haruhi no Heiretsu,Wii,2009.0,Adventure,Sega,0.0,0.0,0.02,0.0,0.02,Bajo
Stronghold Crusader Extreme,PC,2008.0,Strategy,Gamecock,0.0,0.02,0.0,0.0,0.02,Bajo
Nanatsuiro * Drops Pure!!,PS2,2007.0,Adventure,Media Works,0.0,0.0,0.02,0.0,0.02,Bajo
DemiKids: Light Version,GBA,2002.0,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02,Bajo
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010.0,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,Bajo
Cities XL 2011,PC,2010.0,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,Bajo
Farm Frenzy 3,DS,2011.0,Strategy,Unknown,0.0,0.02,0.0,0.0,0.02,Bajo
Bottom of the 9th '97,PS,1997.0,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,Bajo
Shaman King: Chou Senjiryokketsu 3,GBA,2002.0,Role-Playing,King Records,0.0,0.0,0.02,0.0,0.02,Bajo
Rapala for Kinect,X360,2011.0,Sports,Activision,0.0,0.02,0.0,0.0,0.02,Bajo
Line Rider 2: Unbound,Wii,2008.0,Puzzle,Deep Silver,0.02,0.0,0.0,0.0,0.02,Bajo
Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,Bajo
HatsuKare * Renai Debut Sengen!,PSP,2013.0,Adventure,FuRyu,0.0,0.0,0.02,0.0,0.02,Bajo
QUIZ PARTY,Wii,2012.0,Misc,Nintendo,0.0,0.02,0.0,0.0,0.02,Bajo
SimCity Societies,PC,2007.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02,Bajo
Winx Club: Rockstars,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,Bajo
World Series of Poker 2008: Battle for the Bracelets,PSP,2007.0,Misc,Activision,0.02,0.0,0.0,0.0,0.02,Bajo
Star Trek Online,PC,2010.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,Bajo
Kingdom: Ikkitousen no Ken,PSP,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Bajo
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007.0,Fighting,Yuke's,0.0,0.0,0.02,0.0,0.02,Bajo
RayCrisis: Series Termination,PS,1999.0,Shooter,JVC,0.01,0.01,0.0,0.0,0.02,Bajo
Bomberman Story DS,DS,2007.0,Role-Playing,Rising Star Games,0.0,0.0,0.02,0.0,0.02,Bajo
Anima - Gate of Memories,PS4,2016.0,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,Bajo
Ikki Tousen: Shining Dragon,PS2,2007.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,Bajo
Tom Clancy's Rainbow Six: Vegas 2,PC,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,Bajo
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008.0,Adventure,Minato Station,0.0,0.0,0.02,0.0,0.02,Bajo
Toxic Grind,XB,2002.0,Sports,THQ,0.02,0.0,0.0,0.0,0.02,Bajo
Tropico 4: Modern Times,PC,2012.0,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02,Bajo
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,2011.0,Misc,Paon,0.0,0.0,0.02,0.0,0.02,Bajo
ScrapLand,XB,2005.0,Action,Deep Silver,0.02,0.0,0.0,0.0,0.02,Bajo
Enchanted Arms (JP sales),X360,2006.0,Role-Playing,Ubisoft,0.0,0.0,0.02,0.0,0.02,Bajo
Utawarerumono: Futari no Hakuoro,PS3,2016.0,Misc,Aqua Plus,0.0,0.0,0.02,0.0,0.02,Bajo
Geten no Hana,PSP,2013.0,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Bajo
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009.0,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Bajo
Indianapolis 500 Evolution,X360,2009.0,Racing,Zushi Games,0.02,0.0,0.0,0.0,0.02,Bajo
Brothers in Arms: Hell's Highway,PC,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,Bajo
D.Gray-man: Sousha no Shikaku,PS2,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Bajo
Crazy Machines,Wii,2010.0,Puzzle,DTP Entertainment,0.01,0.01,0.0,0.0,0.02,Bajo
Ookami to Koushinryou: Omiowataru Kaze,DS,2009.0,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,Bajo
DiRT,PC,2007.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,Bajo
School Days LxH,PS2,2008.0,Adventure,Interchannel,0.0,0.0,0.02,0.0,0.02,Bajo
IL-2 Sturmovik: Forgotten Battles,PC,2003.0,Simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02,Bajo
Serious Sam HD: Gold Edition,X360,2011.0,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.02,Bajo
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006.0,Action,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,Bajo
Neo Angelique,PS2,2006.0,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Bajo
Psycho-Pass: Mandatory Happiness,PSV,2016.0,Adventure,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.02,Bajo
Namco Museum Battle Collection (JP sales),PSP,2005.0,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,Bajo
Ceville,PC,2009.0,Action,Kalypso Media,0.0,0.02,0.0,0.0,0.02,Bajo
Brandish: The Dark Revenant,PSP,2009.0,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,Bajo
Thomas and Friends: Steaming around Sodor,3DS,2015.0,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02,Bajo
Chaos;Head Noah,PSP,2010.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,Bajo
Summon Night: Swordcraft Story,GBA,2003.0,Role-Playing,Banpresto,0.02,0.01,0.0,0.0,0.02,Bajo
Samurai Shodown V,XB,2006.0,Fighting,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,Bajo
Falcon 4.0: Allied Force,PC,2005.0,Simulation,Graphsim Entertainment,0.0,0.02,0.0,0.0,0.02,Bajo
Minna no Chizu 2,PSP,2007.0,Misc,Zenrin,0.0,0.0,0.02,0.0,0.02,Bajo
Pro Fishing Challenge,XB,2004.0,Sports,Atlus,0.02,0.0,0.0,0.0,0.02,Bajo
Franklin's Great Adventures,DS,2006.0,Action,Game Factory,0.02,0.0,0.0,0.0,0.02,Bajo
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,2016.0,Role-Playing,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Bajo
Phoenix Wright: Ace Attorney Trilogy,3DS,2014.0,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02,Bajo
Princess Saver! Eternal Love for My Lady,PS2,2010.0,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02,Bajo
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002.0,Sports,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Bajo
Ice Age: Dawn of the Dinosaurs,PC,2009.0,Action,Activision,0.02,0.0,0.0,0.0,0.02,Bajo
To Love-Ru Trouble: Darkness - True Princess,PSV,2015.0,Action,FuRyu,0.0,0.0,0.02,0.0,0.02,Bajo
Tokyo Mew Mew,PS,2002.0,Role-Playing,Takara,0.0,0.0,0.02,0.0,0.02,Bajo
Kawasaki Jet Ski,Wii,2008.0,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.02,Bajo
Interactive Storybook DS Series 3,DS,2007.0,Misc,Tommo,0.02,0.0,0.0,0.0,0.02,Bajo
Twinkle * Crusaders GoGo!,PSP,2010.0,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,Bajo
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Bajo
Rule of Rose,PS2,2006.0,Action,505 Games,0.01,0.01,0.0,0.0,0.02,Bajo
RedCard 20-03,GC,2002.0,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02,Bajo
Bejeweled 2 Deluxe,PC,2006.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,Bajo
Freestyle Metal X,XB,2003.0,Racing,Midway Games,0.02,0.0,0.0,0.0,0.02,Bajo
Captain Morgane and the Golden Turtle,PS3,2012.0,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.02,Bajo
Shonen Jump's One Piece: Grand Adventure,PS2,2005.0,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,Bajo
Dino Dini's Kick Off Revival,PS4,2016.0,Sports,Avanquest,0.0,0.02,0.0,0.0,0.02,Bajo
Pac-Man World Rally,PS2,2006.0,Racing,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,Bajo
Winning Post 8 2015,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,Bajo
GT Legends,PC,2005.0,Racing,Atari,0.0,0.02,0.0,0.0,0.02,Bajo
Monster High 13 Wishes,WiiU,2013.0,Action,Little Orbit,0.02,0.0,0.0,0.0,0.02,Bajo
Ukiyo no Roushi,PSV,2015.0,Action,Unknown,0.0,0.0,0.02,0.0,0.02,Bajo
Uta Kumi 575,PSV,2014.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,Bajo
The Professor's Brain Trainer: Logic,DS,2005.0,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,Bajo
Street Fighter X Tekken,PC,2012.0,Fighting,Capcom,0.0,0.02,0.0,0.0,0.02,Bajo
Kung Fu Panda,PC,2008.0,Action,Activision,0.0,0.02,0.0,0.0,0.02,Bajo
428: Fuusa Sareta Shibuya de,PS3,2009.0,Adventure,Spike,0.0,0.0,0.02,0.0,0.02,Bajo
Catan,DS,2009.0,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.02,Bajo
Frontlines: Fuel of War,PC,2008.0,Shooter,THQ,0.0,0.02,0.0,0.0,0.02,Bajo
Jewel Match 2,DS,2012.0,Puzzle,Easy Interactive,0.0,0.02,0.0,0.0,0.02,Bajo
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010.0,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,Bajo
Rugby World Cup 2015,XOne,2015.0,Sports,Ubisoft,0.0,0.02,0.0,0.0,0.02,Bajo
NFL Blitz Pro,GC,2003.0,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02,Bajo
Tom Clancy's EndWar,PC,2009.0,Strategy,Ubisoft,0.0,0.02,0.0,0.0,0.02,Bajo
Totally Spies! 2: Undercover,DS,2006.0,Action,Atari,0.01,0.01,0.0,0.0,0.02,Bajo
Black Rose Valkyrie,PS4,2016.0,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02,Bajo
Commandos: Strike Force,XB,2006.0,Shooter,Eidos Interactive,0.02,0.0,0.0,0.0,0.02,Bajo
Warriors of the Lost Empire (JP sales),PSP,2007.0,Role-Playing,Mercury Games,0.0,0.0,0.02,0.0,0.02,Bajo
Jojo's Bizarre Adventure,PS,1999.0,Fighting,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,Bajo
Lode Runner,DS,2006.0,Puzzle,Hudson Entertainment,0.0,0.0,0.02,0.0,0.02,Bajo
Evolution Snowboarding,PS2,2002.0,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,Bajo
Zathura,XB,2005.0,Adventure,Take-Two Interactive,0.02,0.0,0.0,0.0,0.02,Bajo
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,Bajo
Zillions of Enemy X: Zetsukai no Crusade,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,Bajo
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996.0,Puzzle,Compile,0.0,0.0,0.02,0.0,0.02,Bajo
Plants vs. Zombies: Garden Warfare,PC,2014.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,Bajo
Happiness! De-Lucks,PS2,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,Bajo
Doki Majo Plus,DS,2009.0,Adventure,SNK Playmore,0.0,0.0,0.02,0.0,0.02,Bajo
Eureka Seven Vol. 2: The New Vision,PS2,2006.0,Shooter,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,Bajo
Love Once: Mermaid's Tears,PS3,2011.0,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02,Bajo
Castlevania: Lords of Shadow - Reverie,X360,2011.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,Bajo
Puzzle Challenge: Crosswords and More!,PS2,2006.0,Puzzle,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,Bajo
Muppets Party Cruise,GC,2003.0,Misc,TDK Mediactive,0.02,0.0,0.0,0.0,0.02,Bajo
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,2009.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,Bajo
Test Drive Unlimited,PC,2007.0,Racing,Atari,0.0,0.02,0.0,0.0,0.02,Bajo
Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996.0,Shooter,Gaga,0.0,0.0,0.02,0.0,0.02,Bajo
Saint,Wii,2007.0,Shooter,Unknown,0.02,0.0,0.0,0.0,0.02,Bajo
Grey's Anatomy: The Video Game,PC,2009.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,Bajo
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,2006.0,Misc,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02,Bajo
Let's Play Flight Attendant,DS,2010.0,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02,Bajo
F1 Race Stars,PC,2012.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,Bajo
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011.0,Misc,Plenty,0.0,0.0,0.02,0.0,0.02,Bajo
Call of Duty: Modern Warfare Trilogy,PS3,2016.0,Shooter,Activision,0.01,0.01,0.0,0.0,0.02,Bajo
Motto! SoniComi,PS3,2014.0,Simulation,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,Bajo
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,Bajo
Serious Sam: Next Encounter,GC,2004.0,Shooter,Global Star,0.02,0.0,0.0,0.0,0.02,Bajo
Diabolik Lovers: More Blood,PSV,2015.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Bajo
PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010.0,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,Bajo
Serious Sam HD: Gold Edition,PC,2010.0,Shooter,Devolver Digital,0.0,0.02,0.0,0.0,0.02,Bajo
Knight's Apprentice: Memorick's Adventures,XB,2004.0,Action,Microids,0.02,0.0,0.0,0.0,0.02,Bajo
Akai Ito DS,DS,2008.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,Bajo
Natsuiro no Sunadokei,PS2,2002.0,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02,Bajo
Freedom Wings,DS,2006.0,Simulation,Natsume,0.02,0.0,0.0,0.0,0.02,Bajo
Unreal Anthology,PC,2006.0,Shooter,Midway Games,0.0,0.02,0.0,0.0,0.02,Bajo
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,Bajo
Triple Crown Championship Snowboarding,Wii,2010.0,Sports,Destineer,0.02,0.0,0.0,0.0,0.02,Bajo
Dream Chronicles,DS,2010.0,Adventure,Zoo Games,0.02,0.0,0.0,0.0,0.02,Bajo
18 Wheels of Steel: Extreme Trucker,PC,2009.0,Racing,Rondomedia,0.0,0.02,0.0,0.0,0.02,Bajo
X3: Terran War Pack,PC,2012.0,Misc,Deep Silver,0.0,0.02,0.0,0.0,0.02,Bajo
Geon Cube,Wii,2009.0,Puzzle,P2 Games,0.02,0.0,0.0,0.0,0.02,Bajo
Left 4 Dead,PC,2008.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,Bajo
Steal Princess,DS,2007.0,Platform,Unknown,0.02,0.0,0.0,0.0,0.02,Bajo
Ballblazer Champions,PS,1997.0,Sports,CTO SpA,0.01,0.01,0.0,0.0,0.02,Bajo
Azada,3DS,2012.0,Puzzle,Licensed 4U,0.0,0.02,0.0,0.0,0.02,Bajo
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,Bajo
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,Bajo
Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009.0,Strategy,Broccoli,0.0,0.0,0.02,0.0,0.02,Bajo
Moujuutsukai to Oujisama Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Bajo
Genroh,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,Bajo
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,Bajo
Iron Phoenix,XB,2005.0,Fighting,Sega,0.02,0.0,0.0,0.0,0.02,Bajo
Kuon,PS2,2004.0,Adventure,Indie Games,0.01,0.01,0.0,0.0,0.02,Bajo
Kannou Mukashi Banashi Portable,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,Bajo
Tennis no Oji-Sama: Driving Smash! Side King,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,Bajo
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,Bajo
Rose to Tasogare no Kojou,PSV,2016.0,Action,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,Bajo
Tale of a Hero,PC,2010.0,Adventure,Daedalic,0.0,0.02,0.0,0.0,0.02,Bajo
UnchainBlades EXXiV,3DS,2012.0,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02,Bajo
Mount & Blade,PC,2008.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,Bajo
Carmen Sandiego: The Secret of the Stolen Drums,GC,2004.0,Action,BAM! Entertainment,0.02,0.0,0.0,0.0,0.02,Bajo
Fritz Chess,DS,2009.0,Strategy,Deep Silver,0.02,0.0,0.0,0.0,0.02,Bajo
Puyo Puyo! 15th Anniversary,PSP,2007.0,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02,Bajo
Mind over Matter,DS,2010.0,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,Bajo
